Ulasan,Learnability,Efficiency,Errors,Satisfaction,
Like,0,0,0,1,
"Susah banget mau login, padahal udah bener semua email dan passwordnya Gimana solusinya ?",0,0,1,0,
Tidak bs login 😭,0,0,1,0,
"kok login nya susah banget ga masuk2... sms nya ga dateng2... udah di retry terus tetep aja ga ada sms, padahal udah di otomatis",0,0,1,0,
"Taste Starbucks selalu membuat perasaan ku jadi tenang..nyaman..hhmm fell free and happiness deh, deliciouss👌",0,0,0,0,
Otp gabisa uda 13x,0,0,1,0,
"loginnya susah, mau sign in. disuruh masukin kode OTP di email, dimasukkan tetep gak bisa katanya kode salah. harap diperbaiki. jadinya uninstall dl....",0,0,1,0,
Ok,0,0,0,1,
Kenapa ga masuk2 w udah isi ulang pake atm ????,0,0,1,0,
Sangat membantu! Trus tingkatkan pelayanan ya. Thanks :),0,1,0,0,
Kangen.. Ketemu anak yg HILANG..Karena Covid 19..,0,0,0,0,
Pokoke is the beat,0,0,0,1,
Saya jarang keSB karena pandemi tiba tiba saldo saya hilang 🤣🤣🤣,0,0,0,0,
Mw daftar saya tdk bisa,0,0,1,0,
Good,0,0,0,1,
sy binggung cra daftarny,1,0,0,0,
Kenapa saya gak bisa login kembali ya,0,0,1,0,
Kenapa ada selalu ada tulisan your sesion is already expired Dan saya coba masuk ga ada nomor otp nya,0,0,1,0,
Terimakasih reaward Rp 1 nya 🙏😀👍,0,0,0,1,
G bisa daftar. Unlimited loading,0,0,1,0,
"Saya kasih bintang 5 ,meski saya belum tahu membuktikan saldo saya bisa masuk apa tidak..",0,0,0,0,
Admin ini gimana ya Maksudnya bacaan ini apa ya( AT LEAST ONE SPECIAL CHARACTER) ga paham saya bikin akun disitu doang gabisa,1,0,1,0,
"Kenapa saya tidak dapat nomo otpnya padahal udah berkali kali aku coba tapi tidak bisa, nomor udah sama,dan udah pakai Imel tetap tidak bisa,dan nomor otpnya tidak ada udah hapus aplikasinya dan download lagi tetap tidak bisa pas lagi di Starbucks nya aku tanya sama stafnya,stafnya bilang mungkin jaringan... Dan aku tes dirumah tetap tidak bisa. Bagaimana ini klo gitu aku engga usah download ini aplikasi nya.... (Semoga bisa paham)",0,0,1,0,
Ok,0,0,0,1,
Bgs,0,0,0,1,
SANGAT BURUK SEKALI .....!!!!!!,0,0,0,1,
Kenapa kode otp nya pas masuk gagal mulu,0,0,1,0,
Bagus sihb,0,0,0,1,
Ok star,0,0,0,1,
Ga bsa masuk.. Stuck,0,0,1,0,
⭐⭐⭐⭐⭐,0,0,0,1,
Mempermudah dalam bertransaksi serta pengecekan jumlah rewards kita juga dapat mengetahui history transaksi.Pembayaran dengan tap tombol pay akan keluar semacam barcode arahkan ke scanner yang ada di kasir starbucks.,0,1,0,0,
KENAPA KODE OTP TIDAK TERKIRIM KE SMS SAYA,0,0,1,0,
Top,0,0,0,1,
Pembayaran di aplikasi berbayar kenapa tidak bisa masuk ke sini ya,0,0,1,0,
"Aplikasi sangat ribet, membosan kan, masih banyak coffee yang lain yang saya minat, udah mahal rasanya sama saja sama kopi whaik coffee",0,0,0,1,
Cakep,0,0,0,1,
Top,0,0,0,1,
tolong Code starbuck ditambahkan,0,0,1,0,
Ternyata kalau sudah jadi Starbucks Premium nomor hp nggak bisa di ganti. Gimana jadinya kalau nomor yg udah g aktif dipake orang lain? Tolong dipikir lagi agar bisa ganti nomor. Kalau gini kan jadi susah juga Costumer nya.,1,0,1,0,
"Kenapa saat saya masukin nomor hp, dibilang invalid? Padahal nomornya udah benar",0,0,1,0,
Ikutan member kok mlh jd ribet gini.. ga bs diakses kodenya utk msk sign in pdhl udh daftar baru.. gmn ia crnya utk komplen nya???.,0,0,1,0,
Baik,0,0,0,1,
Kenapa selalu loading lama sekali kalah mendaftar tapi ujung2nya tidak terdaftar dan saatbmendaaftar ulang dengan nomer yang sama malah sudah terpakai ? Login dengan email yang di daftarkan tidak bisa bagaimana ini?,0,0,1,0,
Ok Google,0,0,0,1,
Gimana sih cara mendaftar nya... Ko saya gak bisa bisa. Pada hal sdh mengikuti syarat nya. Tp gak bisa lanjut,1,0,1,0,
Simple and gampang,1,0,0,0,
Ok,0,0,0,1,
Dah 2 hari ga bisa download aplikasinya. Tertunda mulu,0,0,1,0,
Tidak bisa login setelah input yang pertama. Selalu dibilang salah username dan password tapi setiap pilih menu reset dan disuruh input password baru begitu langkah berikutnya dibilang password gak bisa direset. Bikin frustasi aja rasanya,0,0,1,0,
"apps nya keren sih.. pertahankan, dan tingkatkan lagi",0,0,0,1,
Saya punya giftcard tapi kenapa pas di klik tidak keluar kode dan pin? Link nya juga tidak bisa di buka. Tolong dibantu,0,0,1,0,
Banyak promo menarik,0,0,1,0,
Mantuul banget,0,0,0,1,
Bagus aplikasinya. Mudah pembayarannya. Informasi terupdate selalu.,1,1,0,1,
good,0,0,0,1,
"Ribed iih harus satu"" gak bisa langsung pas join nya,",0,1,1,0,
Kenapa harus di klik satu-satu dlu sih untuk masukkan pin?,0,1,1,0,
Mangstabb bingitz,0,0,0,1,
Tidak ada kendala apapun. Gausah ribet lg bawa kartu fisik. Hihi suka💕,0,1,0,0,
Bikin password aja menyusahkan,0,1,0,0,
Jooozzzz Mantaaaab,0,0,0,1,
Paling disukai sma org baik anak2 sampek tua2 ....tingkatkan terus...byk2 promo dech....,0,0,1,0,
👍,0,0,0,1,
good,0,0,0,1,
"Ribet banget asli masukin PIN kudu klik kotak dulu baru ketik, harusnya otomatis pindah ke kotak selanjutnya dan bisa langsuk ketik PIN tanpa harus klik kotak. Bayangin aja ke enam kotaknya harus klik baru ketik, buang2 waktu.",0,1,1,0,
Tempat Tongkrongan Mengasikkan 😉🙂,0,0,0,0,
Oke,0,0,0,1,
"Lagi error ya? Ko gabisa top up deh nge load melulu Udah di install ulang ttp gabisa ,hadeuhh..bikin ribet begini tau ga",0,0,1,0,
Good job,0,0,0,1,
Turbo vpn,0,0,0,0,
"Tolong dong di perbaiki lagi app nya, gagal login terus",0,0,1,0,
"Sejauh ini menggunakan apk starbucks tidak ada kendala, semoga kedepan nya terus seperti ini. Saya ada masukan, kalau bisa di apk starbucks untuk menu merchandise nya dilengkapi dan juga disertakan dengan harga nya, menurut saya itu akan lebih menarik. -terima kasih",1,0,0,1,
Bagus,0,0,0,1,
Iiich sediiih bner level gw turun ke green lagiii.. padahal udah cape ke gold level...😭😭,0,0,1,0,
tidak bisa sign up pada aplikasi... internal error,0,0,1,0,
Wew komentarnya pada kasih - semua... Uninstal ahhh 😉,0,0,0,1,
Aku suka makanan dan minuman kopi kesukaan aku kawan,0,0,0,0,
mantab,0,0,0,1,
👍,0,0,0,1,
"Hari ini ikut promo top up pay day 200rb, biasa dapet free minuman, tapi hari ini ga dapet.",0,0,1,0,
Mau tanya ini untuk menggunakan reward voucher Rp 1 utk pembelian kopi syarat n ketentuan nya apa ya...terus hrs top up minimal berapa ....tq,1,0,0,0,
"Saya sudah bikin member card di toko. Knp tidak bisa di tambahin di akun Starbucks nya ya. Infonya no kartu salah, padahal saya baru bikin member cardnya",0,0,1,0,
Menyenangkan dan menenangkan,0,0,0,0,
Menurut Gue starbuck emang Bagus ya pelayanannya. kalo ke gerai mana pun gue selalu dilayani dengan baik. kadang pake kartu kredit dapet Kopi gratis. tiap ulang tahun dikasi Cake dan Kopi gratis. yg ngasi bintang jelek belom ngerti kegunaan dan manfaatnya..,0,0,0,0,
Perfect,0,0,0,1,
aplikasi tidak berguna,0,0,0,1,
orang mau registrasi mau topup lemott banget kya org mau minta ngopi gratisss heran,0,1,1,0,
Good experience,0,0,0,0,
Excellent!,0,0,0,1,
Sukaaaaa,0,0,0,1,
Awesome,0,0,0,1,
Pelayanan nya bagus,0,0,0,0,
Lifestyle trensetter check,0,0,0,1,
Sangat bagus,0,0,0,1,
Coooooooool,0,0,0,1,
Best,0,0,0,1,
great apps,0,0,0,1,
Baik cepat,0,0,0,1,
banyakin promo buy 1 get 1👍,0,0,0,1,
Goood apps,0,0,0,1,
👍🏻👍🏻👍🏻,0,0,0,1,
Mangstab,0,0,0,1,
okayyy,0,0,0,1,
baguss,0,0,0,1,
Masuknya susah bro,0,0,1,0,
good job,0,0,0,1,
Good,0,0,0,1,
Halo min. Kok saya ga bisa masuk dengan alasan. Server terkini sedang tidak tersedia. Tolong di proses ya min thank you.,0,0,1,0,
I like it,0,0,0,1,
Bagus,0,0,0,1,
Saya baru beli card starbucks. Terus saya sudah daftarin lalu mau sign in ga bisa terus pas mau isi otp dari email. Sia-sia dong saya beli. Kecewa !,0,0,1,1,
Mw daftar g bisa masukin tanggal lagir. Setiap klik tanggal lahir aplikasi lsg crash dan menutup sentiri. Sdh 2 hati spt terus.,0,0,1,0,
Sy ga bisa,1,0,1,0,
Terjadi error untuk kartu edisi yang terbaru yang seperti itu,0,0,1,0,
ga bisa login 😂,0,0,1,0,
"Gaess! Aku tidak mengerti aplikasi anda ini.masalahnya aku tidak bisa masuk login diaplikasi anda ini.sudah berulangkali aku coba login masuk tp,akhir nya nihil jg gaess.jd mohon maaf sebelumnya nya,aplikasi anda harus aku hapus dari akun aku gaess🙆trmksh 🤗🤗🤗",1,0,1,0,
"Hi starbucks, gimana cara lihat transaksi terakhir?",1,0,0,0,
ntap,0,0,0,1,
"Aplikasi kurang baik dalam hal penyimpanan saldo, terlalu serakah untuk menggunakan saldo, isi saldo 100rb itu hanya untuk minum kopi aja, seharusnya saldo bisa ditransfer sesama member sbux card dan lebih baik lagi bs ditransfer ke rekening bank kita dan bisa top up lewat bank, jangan top up di outlet aja",0,0,1,0,
"Gak niat kasih reward, harus top up dulu min 100k",0,0,1,0,
"Starbucks promo reward bayar 1 PERAK dari aplikasi. Gak dijelaskan sebelumnya, syarat ketentuan nya. Ternyata harus top up minimal 100 ribu untuk bisa nikmati promo nya. Di Indonesia, kalian harus kasih jelas keterangan dan syarat nya. Bisa kena hujat se Indonesia kalian nanti. Untuk sementara kasih *1 saja. Karena gak beres promosi nya Bye bye Starbucks Indonesia",0,0,1,1,
Ternyata top up dl 100rb baru bisa gunakan voucher 1 rupiah nya.. Hadeh.. Auto uninstal deh,0,0,1,1,
"S&K BERUBAH TIBA TIBA KAMI JAUH"" PERGI,PAS DATANG MALAH HARUS TOPUP FUCEK",0,0,0,0,
EHH SALA GAES,0,0,0,0,
"Buruk sekali mau sig in aja susah amat OTp 10 x gagal mulu, unistall",0,0,1,1,
"Pelayanan sangat jelek sekali di starbucks apartemen kalibata city jakarta , dimana reward Rp 1 harus pakai top up dan tidak bisa tunai, mana pelayanannya ngg ramah!!!!!!",0,0,0,0,
Aplikasi gjls pas daftar malah keluar sendiri,0,0,1,1,
Bagus,0,0,0,1,
Bagus,0,0,0,1,
"dapat promo 1 rupiah tapi disuruh top up dulu, yah sama saja dong",0,0,1,1,
"Kenapa saya tidak bisa memasukkan birthdate ya? Mohon bantuannya!!! (sip pelayanan responnya, udh naik 5) terimakasih",0,0,1,1,
Gabisa registrasi parah banget,0,0,1,0,
Bagaimana cara registrasi digital cardnya??? Saya tidak tau nomor card saya Makasih,1,0,0,0,
Hapsari drama Putri 27,0,0,0,0,
"Gak bisa2 nih dr td sign in , payahh",0,0,1,1,
1 aja ya,0,0,0,1,
Good,0,0,0,1,
Maaf ini passwordnya susah banget mau confirm,0,0,1,0,
"Restoran terburuk yg pernah gw liat melakukan diskriminasi terhadap driver gojek tak boleh menunggu pesanan di dalam resto, apakah kami para driver ini bkn manusia kami ini beli bukan minta anda ga tau prinsip dagang pembeli adalah raja anda mau untung dari kami para driver tp ga boleh nunggu di dalam restoran dan suruh km di luar ja hrsnya anda malu...",0,0,0,0,
"Dari pertama saya download, saya gk bisa sign up, waktu di bagian mengisi tanggal lahir selalu langsung keluar apk. Sudah berkali-kali saya coba tetap gk bisa. :(",0,0,1,0,
Ruwet slalu lockout trus pass lupa..tolong usahakan gak pake angka2 ato apa biar gak bingung slalu spt ini,1,0,1,1,
Dipermudah,1,0,0,0,
Oke sih.. Cm agak ribet pas bkin pasword ny aja..,1,0,0,1,
"Sampah, ga boleh salah masuk app",0,0,0,1,
Ini ko ga bisa sign in ya,0,0,1,0,
Lalot,0,0,0,1,
Ok,0,0,0,1,
"Sekarang udah ga asik sama aplikasi ini, topup ga bisa pakai voucher map, pakai cc jg ga bisa, cuma bisa debit, klo online dikit doang virtual akun nya. Kartu mati klo ga digunakan 6bln walau msh ad saldo, reward berlaku 6bln tok, Payahhh payahhh..makin pelittttttt. Mungkin keuntungan mereka makin dikit kali ya setelah kehadiran byk tempat ngopi yang lebih bagus.",0,0,1,1,
"Untuk Starbucks Big Mall, tolong semua pekerja nya Profesional dalam bekerja. Apalagi terhadap Diver Online / Ojol, jangan terlalu Diskriminasi. Karena sebelum Orderan Driver Ojol ambil di Resto Kalian, uang dalam Saldo Driver sudah dipotong belanjaan di Aplikasi Starbucks. Kami para Driver bekerja lebih Profesional daripada Kalian. Cam kan itu atau lebih baik Tutup aja Aplikasi kalian di GRAB.",0,0,0,0,
susah didownload,0,0,1,1,
Perlunya fitur penarikan saldo ke bank juga. atau transfer antar card. thanks,0,0,1,0,
Kenapa saya tidak bisa daftar padahal saya baru saja dapat member card nyaaa,0,0,1,0,
aplikasi bagus,0,0,0,1,
Susah login aplikasi jeleeeeek,0,0,1,1,
maju terus,0,0,0,1,
"Kak apakah kartu lama (sudah kadaluarsa) saldo bisa di pindahkan ke kartu starbucks yang baru yg sudah aku daftarkn? Klw bisa, Gimana caranya ya",1,0,0,0,
Kenapa kok susah masukin password nya padahal udah bener kasih jawaban ya,0,0,1,0,
"Ko invalid phone number terus.. tiap minta OTP.. benerin lah masa punya nama besar, aplikasiny bobrok",0,0,1,0,
"Akun saya terlogout. Saya lupa pass, terus reset. Tiap ganti pass baru selalu tulisannya ""reset pass failure. Please try again"" padahal penulisan pass baru sudah sesuai. Jadi gimana sy mau cek kartu sayaaaa????",0,0,1,0,
Saya kasih 3 dulu semoga kedepannya sistem dan pengoperasiannya berjalan dengan normal,0,0,0,1,
"reset password gagal terus, gak bs reset",0,0,1,0,
cool!,0,0,0,1,
"Registrasi sih gampang, cuma pas login susah bgt. Tolong dong sistemnya di perbaiki. Kan udah punya nama yg gede nih, masa ngurus aplikasi aja ga becus. Terimakasih",1,0,1,0,
👌👍,0,0,0,1,
T O P,0,0,0,1,
Sulit mendaftar. Password susah. Otp tidak terkirim. Aplikasi eror ketika memasukkan tanggal lahir. Payah,1,0,1,1,
Very good,0,0,0,1,
Log in mau masukin code isi otomatis tp tetap tidak bisa..mohon bantuannya,0,0,1,0,
User friendly,1,0,0,1,
"App starbucks membuat kita lebih efektif&efisien. Tetapi, kenapa kalau ada versi baru harus selalu didownload kalau tidak app starbucks jd tdk bisa terbuka.",0,1,1,0,
Saya kesulitan Ngaktifkan kembali aplikasi ini Tdk Sinkrons invalid terus Kapan bisa Validnya Padahal Emailku sudah Benar,0,0,1,0,
Aku baru mau daftar tapi nomor telfonku disitu invalid. Kenapa begitu?,0,0,1,0,
Poin saya hangus begitu saja gk ada tenor perpanjangan,0,0,1,0,
tidak bisa input otp kode pas udah selesai registrasi gimana ya,0,0,1,0,
"Sudah daftar, mau login.. Otp sdh Terima d email.. Tapi g bisa d masukkan k app.. Agak sebel",0,0,1,1,
"Starbucks indonesia mohon perbaiki sistemnya , saya tidak bisa login dengan email yg sama padahal Saldo saya masih banyak di akun tersebut sekitar 200k. Mohon konfirmasi nya terimakasih.",0,0,1,0,
"Starbucks Indonesia "" Best """,0,0,0,1,
Great,0,0,0,1,
Udh sign up mau sign in malah katanya email dan pass salah pdhl udh bener..hadeuhh sekelas starbuck bsa bgini,0,0,1,1,
Good,0,0,0,1,
Baik,0,0,0,1,
Bagus,0,0,0,1,
keren,0,0,0,1,
Nn,0,0,0,0,
"Setelah update, malah saldo saya hilang semua di account starbuck, gimana ini krn posisi sy di luar kota dan tdk ada starbuck di wilayah saya, jd sy tdk pernah pake kecuali pas di jakarta/jawa, pas covid begini, malah saldo hilang 200rbuan. Gimana tanggung jawabnya? Kapok lah isi2 saldo lagi next time, sy ga pake lagi, kayak ga ada kopi lain yg enak saja, semena2",0,0,1,1,
Sangat baik Pelayanan nya di starbuck bni,0,0,0,0,
good,0,0,0,1,
tidak bisa membuat password,0,0,1,0,
"seharusnya ADA promo dan di notif kepada member, jangan cuma dari LINE saja",0,0,1,0,
Rizky Kurniawan,0,0,0,0,
"nyammi, bersih, terjamin , enak puooll",0,0,0,0,
Kok ga bisa masuk?,0,0,1,0,
"Sangat mengecewakan , sering kali keluar dengan sendirinya ketika dibuka setengah mati untuk masuk kembali .",0,0,1,1,
Ga bisa sign in padahal password sama email bener. Ada peringatan salah password atau email. Udah 2 hari sign in ga bisa,0,0,1,0,
Aplikasi yang mempermudah member mengetahui banyak reward yang telah diberikan. Tempat ngopi terfavorit.,0,1,0,0,
Mantul,0,0,0,1,
Aku baru mau aktifin baru kok ga masuk masuk ya ke email untuk kode nya ???,0,0,1,0,
Lama londingnya,0,0,1,0,
tolong min di starbucks dan mogot karirnya ada yg judes saya kurang nyaman untuk memesan minuman/makanan,0,0,0,0,
Susah banget loginnnya binggungin juga,1,0,1,0,
Still don't get it how use this app,1,0,0,0,
Ribet loginnya..passwordnya lamaa,1,0,1,0,
Gak bisa bikin password... Dan ga mau ke submit pdhl password nya udah kombinasi huruf besar huruf kecil sama angka tp tetep ga isa.. Tolong dong diperbaiki aplikasinya.. Thanks.,0,0,1,0,
mau sign up gabisa bisa karna pas mau masukin tgl lahir malah keluar dr app terus2an,0,0,1,0,
Kode tidak kunjung d kirim lewat Email Payah!!!,0,0,1,1,
Gumana sii cra bikin kata sandinyah susah bngt ?,1,0,1,0,
"Kurang canggih. Utk install apps ini, play store nya harus di negara bersangkutan. Jika punya kartu dari negara lain, tidak bisa install apps karena harus ganti login ke negara tersebut. Lebih baik lagi jik 1 apps bisa handle semua negara. Atau spt fast food yg dpn nya M, apps antara ID dan SG beda, tapi utk install apps SG, saya tdk perlu login di google play SG.",0,0,1,1,
Susah banget bikin password doang. Uninstal ajade!!!,0,0,1,0,
Sering eror.. Aneh.. Jd g bsa byr dgn uang yg di aplikasi.....,0,0,1,0,
Id saya terblokir bagaimana ini,0,0,1,0,
App tidak bisa di buka pada tgl 5 maret 2020,0,0,1,0,
Tidak dapat di gunakan di android,0,0,1,0,
kok saya tidak bisa masuk ya? saya sudah masukan dengan benar,0,0,1,0,
dengan ini saya mendapat bintang Starbucks Coffee. THE BESTT!!!,0,0,0,1,
Terkendala pasword padahal d app lain ok aj,0,0,1,0,
Ok,0,0,0,1,
"Bugs when Sign Up on Birth Date information, kindly fixing soon",0,0,1,0,
Gawe kaga tiba tiba sibuk servernya.,0,0,1,0,
Ga bisa login nih.. Aplikasi paan nih?,0,0,1,0,
Pelayanan nya ok .,0,0,0,1,
Good,0,0,0,1,
"Gagal terus pas mau sign up, pas di date of birth selalu keluar mulu",0,0,1,0,
"App yg sangat membantu untukq pembelian dan promo"" SB .. Good apps",0,1,0,1,
Kalo mau beli tumblernya bisa di app ini ga?,1,0,0,0,
Saya suka sama aplikasinya 👍,0,0,0,1,
Simple but helpful,0,1,0,1,
"Sangat payah buat pasword , ribet dan gak bekerjasama , toh pasword suka kita yg buat, ini harus tu harus tambah ini seperti ini itu, dan akhirnya karna tidak berhasil saya uinstall",0,0,1,0,
Tolong di perbaiki bug yg terjadi ketika ingin sign up. Selalu force close atau crash ketika ingin mengisi kolom date of birth,0,0,1,0,
Ok,0,0,0,1,
Register via web alwys crash.. Force close apps,0,0,1,0,
Saya gak bisa sign up:(katanya password-nya eror trus:(,0,0,1,0,
Mau ganti paswword karean lupa ehh pas kirim email koq gk ada belsan dari sturbucks ny y,0,0,1,0,
Ok,0,0,0,1,
❤️,0,0,0,1,
Mengapa sekarang tidak bisa topup pake kartu kredit Visa/mastercard...????,0,0,1,0,
good,0,0,0,1,
Bagus,0,0,0,1,
"Kemarin2 bisa masuk. Sekarang kenapa di password nya ga bener terus ya. Sudah ke email ganti juga. Kayaknya sistem password nya ngaco. Baru kali ini begini, sudah beberapa hari",0,0,1,0,
Kok di hp gw sony xperia M4 aqua ga bs ya? Padahal sebelumnya bisa.. Huft,0,0,1,1,
Good,0,0,0,1,
asyiik n Nikmat,0,0,0,0,
"Setelah di update tampilan gk enak banget, keyword nya naik2 nutupin beranda. Dan tiap mo buka aplikasi selalu diminta passcode. Ribet. Msh enak system yg kemarin.",0,0,1,0,
Nongkrong asik,0,0,0,0,
Ok,0,0,0,1,
ok,0,0,0,1,
"Mau signin dan diminta code verifikasi via email, tp tidak dikirim2 codenya. Sudah dicoba minta kirim ulang beberapa kali, hasilnya nihil..",0,0,1,0,
"Npa minta lg download versi terbaru,, tp kok ngga bs trus ya??udah isi email dan password",0,0,1,0,
senang dan cepat dlm mengumpulkan poin.jadi smangat utk mendapt at reward..Thx jg uda diberi b day cake.,0,1,0,1,
Buat apa ada aplikasi dan Starbucks card kalau sering offiline udah isi saldo jarang bisa dipakai :) Jadi harus debit atau cash :)),0,0,1,1,
Ok,0,0,0,1,
Aplikasi keluar sendiri dan di coba masuk berulang kali g bisa.. padahal baru isi saldo lumayan.. gimana nich.. masa uang saya g bisa di pake dan hangus .,0,0,1,0,
"Dr pertama registrasi susah banget buat loginnya berusaha trus smpai bisa, ketika sudah bs malah logout dgn sendirinya trs masuk ataun sign up malah ga bisa2 trs.. Kesell bgt mnta buat password bru ttp aja susah.. Bikin emosi👎👎👎",0,0,1,1,
"Saya sangat suka dengan aplikasi yg di berikan, namun kenapa ya setelah di update malah tidak bisa terbuka kembali? Selalu ada pembeeitahuan maintenance padahal sudah di update. Mohon infonya. Terima kasih.",0,0,1,0,
I can log in now after the new apps operated fully. Thank you..,0,0,1,0,
Tambahin byk promo,0,0,1,0,
Tiada hari tanpa starbucks..kopinya hmmm,0,0,0,0,
Good service,0,0,0,1,
"Abis di minta untuk upgrade, setelah udah aku upgrade harus login ulang, tapi email untuk no OTP nggak masuk ke email. Saya harus bagaimana?",0,0,1,0,
Susah untuk log in padahal sudah sign up Password nya juga susah buatnya,0,0,1,0,
Very good,0,0,0,1,
Nice,0,0,0,1,
Good,0,0,0,1,
Nyaman buat nongkrong maniz sama keluarga,0,0,0,0,
Aneh gak bisa kirim kode otp di sms. Padahal no nya sesuai.hhhh buat apa instal ginian. Bagusan aplikasi toko sebelah F*re coffe,0,0,1,0,
"Mau daftar tp ""failed to send OTP via SMS"", knp ya?",0,0,1,0,
Bagaimana menambah poin jika saya pesan lewat aplikasi ojek online? Mohon dijawab,1,0,0,0,
Mantap,0,0,0,1,
Hii Sturbuck.. Sy sudah berhasil SignUp. Tetapi saat mau Signin knp email dn passwd selalu gagal dengan reason email dan pass tidak match. Please di bantu,0,0,1,0,
mau login di hp pas uda masukan email dan password nya kan ada di send otp di email pas kita buka email buat liat otp nya dan balik ke aplikasi sbux malah keluar lagi.. gimana mau login balik klo gitu terus 😭,0,0,1,0,
Mempermudah cek reward. Thx,0,1,0,0,
Ada bug di register form bagian date birth. Force close,0,0,1,0,
Menu2 nya gampang di mengerti. Tidak bertele2.,1,0,0,0,
Mantap 👍,0,0,0,1,
Great 👍👍👍👍👍,0,0,0,1,
Saya senang pelayanan di starbucks Bg.Juntion Surabaya..very good 😎,0,0,0,0,
Ok.. banyakin promo2 nya,0,0,1,0,
Nice,0,0,0,1,
Very good,0,0,0,1,
Good program.....,0,0,0,1,
Kalo bisa jgn ada biaya admin,0,0,0,0,
Ok good,0,0,0,1,
Jelek banget apk nya,0,0,0,1,
"Sudah ganti password dan ""match"" tapi tetap tdk bisa sign in karena email dan password tdk sesuai (failure) :(. Padahal alamat email udah oke dan password sdh memenuhi syarat!",0,0,1,0,
Jadi lebih mudah untuk bertransaksi,0,1,0,0,
Good,0,0,0,1,
Nyaman dengan sajian caffee nya,0,0,0,0,
Very usefull,0,1,0,1,
lebih hemat pakai starback aplikasi,0,1,0,1,
Ok,0,0,0,1,
Good,0,0,0,1,
Cukup membantu,0,0,0,1,
Bagus....,0,0,0,1,
bagus si aplikasi.starbuck cuman dh brp.hr ini ko aplikasi mengalami gangguan tolong d perbaiki donk mo beli pke aplikasi by reward jd gk bsa nih,0,0,1,1,
"pengguna baru belum optimal dalam penggunaan, tetapi dari hasil penggunaan saat awal dan melihat aplikasinya lumayan bagus mudah, juga ada beberapa promonya yang cukup menarik mudah-mudahan akan terus dilakukan peningkatan khususnya kualitas layanan, promosi juga inovasi baru untuk aplikasinya juga promo-promonya yang lebih menarik",1,0,1,0,
Tidaak bisa di buka Akun susah masuk,0,0,1,0,
Goood...,0,0,0,1,
Kenapa udh di update ngga bisa di buka aplikasi sya,0,0,1,0,
Sangat membantu,0,1,0,1,
"Baru pakai card & baru pertama kali tukar star, ee system sdh down...top up jg tidak bisa. Gimana ini starbuck padahal hari ini batas terakhr sy bisa rendeem? Bisa hangus dunk star sy",0,0,1,0,
Good,0,0,0,1,
Good job,0,0,0,1,
Oke bgt,0,0,0,1,
Good,0,0,0,1,
Tidak ada standar rasa manis di tiap2 gerainya. Beli java chip di gerai ini dan gerai itu beda manisnya. Ada yang manis bgt. Ada yang kurang manis.,0,0,0,0,
"Poin nya di tambah dong,buat para driver onlene kalo blanja di starbucks",0,0,1,0,
Disuruh update aplikasi..giliran di update malah down app nya.. Aku kasih bintang 5 kalo sistem nya sudah diperbaiki,0,0,1,0,
saya tambahin jd bintang 5 kalau bisa topup lewat aplikasi ini lgsg pakai kartu debit/kredit.....,0,0,1,0,
Semangat utk semuanya REKAN2 SUKSES.,0,0,0,1,
Applikasi ini susah dalam regristrasi dan untuk kartu saya yg tidak memiliki barcode pada kartunya praktis applikasi ini hanya bisa di gunakan untuk topup,0,0,1,0,
Pelayanan nya mantap n murah senyum,0,0,0,0,
👍👍👍,0,0,0,1,
Ok,0,0,0,1,
Nice,0,0,0,1,
Baik sekalu,0,0,0,1,
Ok lah,0,0,0,1,
Love Banget,0,0,0,1,
"Payah ,gangguan terus setiap mau payment , saldo di card jadi mandat ga kepake ,di uangkan ga bisa",0,0,1,0,
Good lah!!,0,0,0,1,
"Gak jelas, diupdate malah gak bisa dibuka aplikasinya 👎",0,0,1,0,
good,0,0,0,1,
Kopinya rasanya mantap dan enak.,0,0,0,0,
Gk bisa log in... padahal baru top up,0,0,1,0,
Aplikasi memeber yg sangat comersil!,0,1,0,1,
Bagus,0,0,0,1,
kemudahan bertransaksi semua Starbucks Indonesia dalam satu aplikasi tanpa harus bawa kartu,0,1,0,0,
Like,0,0,0,1,
"Sy penikmat signature coklat, jadi cuma itu yg sy pesan tiap ke Starbucks. Sdikit komplen, blom ada standar rasa khusus signature coklat, baik itu hot maupun cold. Di gerai yg satu rasanya trlalu manis, pernah jg agak tawar. Harapan sy ke depannya ada semacam standar rasa yg kalo abis minum di gerai manapun bawaannya puas. Gitu deh 😉",0,0,0,0,
"Jelas, mudah, secure",1,0,1,0,
Sangat informatif dan membantu saya,0,1,0,1,
Ok memuaskan,0,0,0,1,
"Ini aplikasi ribet dari awal register, padahal applikasi lain yang lebih kompleks aja gak harus pakai special character buat password-nya dan itu yg nantinya membuat saat login lupa password paling sering ya karena special character dan uppercase/hurufbesar. Saya sdh coba berkali kali register alias sign up. Masa perintahnya card number or pin wrong. Padahal saya sangat yakin baca dan input 16 digit card number serta 8 digit security code (aplikasinya udh mengunci digit card num and sec code).",1,0,1,0,
"Kok saya tidak bisa sign up ya , pas pencet date of birth keluar sendiri??!!!",0,0,1,0,
Good,0,0,0,1,
Udah dpt kartu nya tapi susah banget masuk pasword @mail nya salah mulu padahal udah sesuai tapi tetep ga bisa,0,0,1,0,
Ok,0,0,0,1,
Mau daftar aja suruh bikin password nya susah minta ampun.. Busetttttt,0,0,1,0,
